company,company_formal,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,industry,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30,column31,column32,column33,column34,column35,column36,column37,column38,column39,column40,column41,column42,column43,column44
Federal Bank,FEDERAL BANK LTD.,3.8,935,4.1,3.5,4.1,3.3,3.5,3.4,3.3,72607,FEDERAL BANK,20101032902,Federal Bank Group,3,8.50404e+19,Banking services,102010000000000,Banking services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1931,Financial Services,72607,20240331,12,IGAAP,254738.2,,,217532.2,28230.9,24033.1,,37206.0,3088276.3,15212.0,6432.0,12.0,FEDERAL BANK LTD.,3088276.3,935.0,Matched (3)
Fermenta Biotech,FERMENTA BIOTECH LTD.,4.2,166,4.1,4.2,3.9,4.0,4.0,3.8,3.6,63628,D I L,20102000000,Private (Indian),1,5.012e+19,"Drugs, medicines & allied products",101012030000000,Drugs & pharmaceuticals,210101000000,2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",1951,Healthcare & Pharmaceuticals,63628,20240331,12,INDAS,3152.4,2432.2,-138.6,3201.2,543.2,480.7,44.1,-187.4,6815.2,800.0,33.0,1.0,FERMENTA BIOTECH LTD.,6815.2,166.0,Matched (3)
"Fertilisers & Chemicals, Travancore","FERTILISERS & CHEMICALS, TRAVANCORE LTD.",4.1,118,4.3,4.3,3.6,4.0,4.1,3.8,3.4,72842,FACT,10101000000,Central Govt. - Commercial Enterprises,1,9.4e+19,Diversified,110000000000000,Diversified,340000000000,34,Diversified,1943,Diversified / Miscellaneous,72842,20240331,12,INDAS,52717.4,50591.8,506.6,51762.3,2839.4,2416.3,212.7,1461.7,67404.9,2281.0,228.0,37.0,"FERTILISERS & CHEMICALS, TRAVANCORE LTD.",67404.9,118.0,Matched (3)
Fiem Industries,FIEM INDUSTRIES LTD.,3.6,544,3.0,3.3,3.7,3.2,3.1,3.3,3.2,72979,FIEM,20101032913,FIEM Group,1,6.620204e+19,Other auto lights,101014502059000,Other automobile ancillaries,270401010000,27400,Manufacture of electric lighting equipment,1989,Automobile & Ancillaries,72979,20240331,12,INDAS,20442.3,20235.6,66.3,18850.2,2734.2,2614.8,82.6,1658.4,12337.8,8602.0,3032.0,4.0,FIEM INDUSTRIES LTD.,12337.8,544.0,Matched (3)
Filatex India,FILATEX INDIA LTD.,3.8,208,3.9,3.6,3.5,3.7,3.6,3.8,3.4,73013,,20101032914,Filatex Group,1,3.62008080804e+19,Polyester filament yarn (PFY),101011510000000,Man-made filaments & fibres,200301030000,20203,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",1990,Textiles & Garments,73013,20240331,12,INDAS,43171.0,43021.8,473.7,42538.1,1026.8,990.8,29.5,1106.6,21089.0,4617.0,22.0,0.0,FILATEX INDIA LTD.,21089.0,208.0,Matched (3)
Finolex Cables,FINOLEX CABLES LTD.,3.8,670,3.8,3.8,3.3,3.5,3.5,3.4,3.0,73325,`,20101014700,Finolex (Chhabria P.P.) Group,1,6.3082808e+19,Cables & other conductors,101014005010000,Wires & cables,270302010000,27320,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",1967,Metals & Metal Products,73325,20240331,12,INDAS,52324.4,50143.9,-549.9,46058.5,1773.1,1687.5,40.3,5716.0,60216.1,3217.0,63.0,0.0,FINOLEX CABLES LTD.,60216.1,670.0,Matched (3)
Finolex Industries,FINOLEX INDUSTRIES LTD.,3.7,499,3.6,3.7,3.5,3.4,3.4,3.3,3.1,73332,FINOLEX INDS.,20101014700,Finolex (Chhabria P.P.) Group,1,5.0560812e+19,"Tubes, pipes & hoses & fittings of plastics",101012045010000,"Plastic tubes, pipes, fittings & sheets",220201090000,22209,Manufacture of other plastics products n.e.c.,1981,Plastics & Packaging,73332,20240331,12,INDAS,44988.1,43021.2,400.0,40835.1,2113.9,1898.3,168.2,4553.0,69517.1,4402.0,151.0,2.0,FINOLEX INDUSTRIES LTD.,69517.1,499.0,Matched (3)
Firstsource Solutions,FIRSTSOURCE SOLUTIONS LTD.,3.6,5k,3.5,3.5,3.3,3.4,3.5,3.4,3.0,322563,,20101010600,RPG Group,1,8.03208e+19,Information technology enabled service/BPO,101040802000000,ITES,630909090000,63999,Other information service activities n.e.c.,2001,IT Sector,322563,20240331,12,INDAS,16398.2,16011.5,,13201.2,8417.6,8054.7,128.4,3197.0,29651.8,19202.0,6908.0,50.0,FIRSTSOURCE SOLUTIONS LTD.,29651.8,5000.0,Matched (3)
Five-Star Business Finance,FIVE-STAR BUSINESS FINANCE LTD.,4.3,590,4.1,4.1,4.0,4.0,4.1,4.0,3.9,73643,,20101032908,Fivestar Group,2,8.50408e+19,Non-banking financial services,102040000000000,Other fund based financial services,640909010000,64990,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1984,Financial Services,73643,20240331,12,FS_INDAS,21950.9,,,13591.7,4285.9,3963.0,125.3,8359.2,118835.8,,,,FIVE-STAR BUSINESS FINANCE LTD.,118835.8,590.0,Matched (3)
Foods & Inns,FOODS & INNS LTD.,4.2,74,4.0,3.9,3.6,3.8,3.9,3.8,3.4,74341,FIL,20101032005,CIFFCO Group,1,3.3522012e+19,Fruit pulps,101011101701000,Processed foods,100301040000,10304,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder",1967,Food & Beverages,74341,20240331,12,INDAS,10080.8,9892.3,459.8,10173.5,397.0,339.4,25.2,367.1,10224.4,546.0,,,FOODS & INNS LTD.,10224.4,74.0,Matched (3)
Force Motors,FORCE MOTORS LTD.,3.6,1.9k,3.6,3.6,3.3,3.3,3.1,3.4,3.0,28981,2898,20101013800,Firodia Group,1,6.6160408e+19,Light commercial vehicles (LCV),101014502010500,Commercial vehicles,290101020000,29102,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",1958,Automobile & Ancillaries,28981,20240331,12,INDAS,70307.5,70025.9,1070.3,67360.9,5333.4,5149.5,125.7,4016.9,47352.4,7720.0,214.0,3.0,FORCE MOTORS LTD.,47352.4,1900.0,Matched (3)
Fortis Healthcare,FORTIS HEALTHCARE LTD.,4.0,2.3k,3.9,3.8,3.6,3.7,3.8,3.9,3.4,74601,FORTIS HEALTHCARE,20202000000,Private (Foreign),1,8.04008e+19,Medical & health services,101041515000000,Health services,860101010000,86100,Hospital activities,1996,Healthcare & Pharmaceuticals,74601,20240331,12,INDAS,14180.7,11788.0,,12186.2,1916.9,1838.6,63.5,1994.5,108257.0,2593.0,,,FORTIS HEALTHCARE LTD.,108257.0,2300.0,Matched (3)
Future Consumer,FUTURE CONSUMER LTD.,4.3,154,3.7,4.2,4.0,4.1,4.2,3.9,3.7,237791,,20101032911,Future Group,2,8.504e+19,Fund based financial services,102040000000000,Other fund based financial services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1996,Financial Services,237791,20240331,12,INDAS,135.8,25.1,-11.8,2031.8,56.2,54.6,0.7,-1907.8,12692.3,15.0,6.0,1.0,FUTURE CONSUMER LTD.,12692.3,154.0,Matched (3)
Gabriel India,GABRIEL INDIA LTD.,4.1,1.7k,4.2,3.9,3.8,3.7,4.0,4.1,3.6,77591,,20101031241,Anand D.C. Group,1,6.6201608e+19,Shock absorbers,101014502059000,Other automobile ancillaries,290301010000,29301,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",1961,Automobile & Ancillaries,77591,20240331,12,INDAS,34093.2,33877.8,33.2,32274.8,2063.7,1757.0,277.1,1851.6,19282.1,4412.0,563.0,7.0,GABRIEL INDIA LTD.,19282.1,1700.0,Matched (3)
Galaxy Surfactants,GALAXY SURFACTANTS LTD.,3.8,450,4.0,3.6,3.4,3.5,3.7,3.9,3.1,78091,GALAXY SURFACTANTS,20101033110,Galaxy Group,1,5.028060408e+19,Organic surface-active agents other than soap,101012501000000,Personal & home care products,200203030000,20233,Manufacture of detergent and similar washing agents excluding soap,1986,Consumer Goods & Durables,78091,20240331,12,INDAS,27708.1,27346.2,267.7,25972.4,1549.2,1412.9,136.3,2003.4,19939.7,2547.0,189.0,4.0,GALAXY SURFACTANTS LTD.,19939.7,450.0,Matched (3)
Gammon India,GAMMON INDIA LTD.,3.8,555,3.8,3.7,3.5,3.7,3.8,3.7,3.5,78250,GAMMON INDIA,20101033112,Gammon India Group,1,7.40612e+19,Infrastructure construction,101060203000000,Infrastructural construction,420901090000,42909,Other civil engineering projects n.e.c.,1922,Construction & Real Estate,78250,20240331,12,INDAS,883.5,410.3,,20513.5,79.0,77.2,1.8,-19630.0,53811.7,,,,GAMMON INDIA LTD.,53811.7,555.0,Matched (3)
Garden Reach Shipbuilders & Engineers,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD.,4.1,152,4.1,3.9,3.8,3.8,3.7,3.9,3.4,79141,,10101000000,Central Govt. - Commercial Enterprises,1,6.612e+19,"Ships, boats, etc.",101014590000000,Other transport equipment & ancillaries,300100000000,301,Building of ships and boats,1934,Transportation & Logistics,79141,20240331,12,INDAS,38922.8,35933.9,60.5,35410.6,3489.5,3018.4,452.5,3572.7,105161.7,1649.0,86.0,50.0,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD.,105161.7,152.0,Matched (3)
Garware Hi-Tech Films,GARWARE HI-TECH FILMS LTD.,4.2,175,4.2,4.2,3.6,3.8,3.8,3.5,3.3,79484,GARWARE POLYESTER,20101020206,Garware Group,1,5.056082804e+19,Polyester film,101012045050000,Plastic films & flexible packaging,220201010000,22201,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",1957,Plastics & Packaging,79484,20240331,12,INDAS,16230.2,15843.7,142.6,14563.5,1181.8,1084.4,70.8,1809.3,22627.1,1775.0,6.0,0.0,GARWARE HI-TECH FILMS LTD.,22627.1,175.0,Matched (3)
Garware Technical Fibres,GARWARE TECHNICAL FIBRES LTD.,3.7,258,3.8,3.7,3.6,3.3,3.7,3.2,3.1,79494,,20101020206,Garware Group,1,3.660322804e+19,Fishing nets,101011590000000,Other textiles,130909090000,13999,Manufacture of other textiles/textile products n.e.c.,1976,Textiles & Garments,79494,20240331,12,INDAS,13394.4,12893.5,421.4,11847.3,1896.0,1816.3,79.7,1968.5,17635.2,1209.0,31.0,0.0,GARWARE TECHNICAL FIBRES LTD.,17635.2,258.0,Matched (3)
Geojit Financial Services,GEOJIT FINANCIAL SERVICES LTD.,3.6,536,3.5,3.6,3.2,3.3,3.5,3.5,2.9,81038,,20101033151,Geojit Group,2,8.508e+19,Fee based financial services,102059000000000,Other fee based financial services,640109010000,64191,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",1994,Financial Services,81038,20240331,12,FS_INDAS,5997.6,96.1,,4658.2,2072.6,1768.7,303.5,1339.4,17637.9,2697.0,823.0,2.0,GEOJIT FINANCIAL SERVICES LTD.,17637.9,536.0,Matched (3)
Gillanders Arbuthnot & Co.,GILLANDERS ARBUTHNOT & CO. LTD.,3.5,71,3.6,3.5,3.0,3.2,3.4,3.4,2.8,81568,GILLANDERS ARBUTHNOT,20101034554,Kothari Group,1,3.36804e+19,"Tea, processed",101011101050000,Tea,100709010000,10791,Processing and blending of tea including Manufacture of instant tea,1935,Food & Beverages,81568,20240331,12,INDAS,3352.4,3302.7,-44.2,3473.5,1206.9,1135.9,76.8,-165.3,5057.4,7058.0,,,GILLANDERS ARBUTHNOT & CO. LTD.,5057.4,71.0,Matched (3)
Ginni Filaments,GINNI FILAMENTS LTD.,3.8,175,3.9,3.8,3.4,3.6,3.6,3.6,3.2,81643,GINNI FILAMENTS,20101033119,Ginni Filaments Group,1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1982,Textiles & Garments,81643,20240331,12,INDAS,3516.9,3490.2,-69.8,4292.0,276.4,257.2,5.6,-844.9,3656.8,458.0,,,GINNI FILAMENTS LTD.,3656.8,175.0,Matched (3)
Glaxosmithkline Pharmaceuticals,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,4.1,2k,3.7,4.1,4.0,3.9,4.1,4.0,3.4,82150,GLAXOSMITHKLINE,20201020500,Glaxo (F) Group,1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1924,Healthcare & Pharmaceuticals,82150,20240331,12,INDAS,35504.1,33973.9,696.5,30353.7,6409.6,5844.4,322.3,5846.9,35836.2,3211.0,,,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,35836.2,2000.0,Matched (3)
Glenmark Pharmaceuticals,GLENMARK PHARMACEUTICALS LTD.,3.9,3.1k,3.6,3.6,3.7,3.5,3.6,3.7,3.2,82197,,20101033121,Glenmark Pharmaceuticals Group,1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1977,Healthcare & Pharmaceuticals,82197,20240331,12,INDAS,141294.8,78911.2,1030.8,90652.7,14347.8,14087.4,81.4,51672.9,322333.8,16287.0,1312.0,117.0,GLENMARK PHARMACEUTICALS LTD.,322333.8,3100.0,Matched (3)
Godawari Power & Ispat,GODAWARI POWER & ISPAT LTD.,4.2,200,4.3,4.2,3.8,3.9,4.0,3.7,3.5,102958,GPIL,20101033615,Hira Group,1,5.704e+19,Ferrous metals & products,101013501500000,Other ferrous metal products,240101000000,2410,Manufacture of basic iron and steel,1999,Metals & Metal Products,102958,20240331,12,INDAS,51520.9,50431.3,9.2,42355.7,2010.3,1865.2,86.7,9174.4,51501.2,3442.0,,,GODAWARI POWER & ISPAT LTD.,51501.2,200.0,Matched (3)
Godfrey Phillips India,GODFREY PHILLIPS INDIA LTD.,4.0,801,3.9,3.8,3.6,3.7,3.7,3.8,3.0,82982,,20101010803,Modi Krishan Kumar Group,1,3.3720412e+19,Cigarettes,101011105000000,Tobacco products,120101030000,12003,"Manufacture of cigarettes, cigarette tobacco",1936,Diversified / Miscellaneous,82982,20240331,12,INDAS,57005.8,53136.9,49.2,48246.6,3160.9,2864.3,205.8,8808.4,53844.5,1123.0,66.0,1.0,GODFREY PHILLIPS INDIA LTD.,53844.5,801.0,Matched (3)
Godrej Agrovet,GODREJ AGROVET LTD.,3.9,887,3.9,3.7,3.7,3.6,3.8,3.7,3.1,83010,GODREJ AGROVET,20101014200,Godrej Group,1,3.02408e+19,Animal and bird feeds,101011101200000,Vegetable oils & products,100801090000,10809,Manufacture of other animal feeds n.e.c.,1991,Food & Beverages,83010,20240331,12,INDAS,71654.7,70969.7,183.4,68266.9,3205.5,2903.3,264.8,3571.2,39485.7,3661.0,169.0,4.0,GODREJ AGROVET LTD.,39485.7,887.0,Matched (3)
Godrej Consumer Products,GODREJ CONSUMER PRODUCTS LTD.,4.1,1.1k,3.9,4.0,3.7,3.8,3.9,3.9,3.3,83013,GODREJ CONSUMER,20101014200,Godrej Group,1,5.028e+19,Personal care and home care products,101012501000000,Personal & home care products,200203090000,20239,Manufacture of other perfumes and toilet preparations n.e.c.,2000,Consumer Goods & Durables,83013,20240331,12,INDAS,93664.9,88260.9,917.3,88111.9,4985.6,4581.3,92.4,6470.3,165789.3,7155.0,2277.0,9.0,GODREJ CONSUMER PRODUCTS LTD.,165789.3,1100.0,Matched (3)
Godrej Industries,GODREJ INDUSTRIES LTD.,4.1,538,4.1,4.0,3.7,3.9,4.0,3.9,3.3,83018,GODREJ INDS.,20101014200,Godrej Group,1,5.00808360804e+19,Alpha olefins,101012035000000,Organic chemicals,200101090000,20119,Manufacture of organic and inorganic chemical compounds n.e.c.,1988,Chemical & Allied Products,83018,20240331,12,INDAS,31169.8,28180.3,-264.8,32930.2,1781.9,1649.6,104.8,-2025.2,110937.4,1050.0,,,GODREJ INDUSTRIES LTD.,110937.4,538.0,Matched (3)
Godrej Properties,GODREJ PROPERTIES LTD.,3.6,1.4k,3.7,3.4,3.8,3.2,3.4,3.4,3.0,83025,GODREJ PROPERTIES,20101014200,Godrej Group,1,7.412e+19,Real estate,101060209000000,Other construction & allied activities,410101010000,41001,Construction of buildings carried out on own-account basis or on a fee or contract basis,1985,Construction & Real Estate,83025,20240331,12,INDAS,25321.5,12645.1,32181.2,51859.2,2213.7,2069.9,89.0,5643.5,279695.4,4227.0,1012.0,12.0,GODREJ PROPERTIES LTD.,279695.4,1400.0,Matched (3)
Goodricke Group,GOODRICKE GROUP LTD.,4.2,140,4.0,3.9,4.1,3.9,4.1,3.7,3.3,84275,GOODRICKE GROUP,20201022000,Goodricke (F) Group,1,3.36804e+19,"Tea, processed",101011101050000,Tea,100709010000,10791,Processing and blending of tea including Manufacture of instant tea,1977,Food & Beverages,84275,20240331,12,INDAS,8378.6,8239.8,-69.2,9002.4,3695.4,3346.7,341.0,-693.0,6660.4,22596.0,,,GOODRICKE GROUP LTD.,6660.4,140.0,Matched (3)
Goodyear India,GOODYEAR INDIA LTD.,3.6,598,3.5,3.5,3.6,3.3,3.3,3.4,3.0,84374,,20202000000,Private (Foreign),1,5.056123204e+19,Tyres,101014502052000,Tyres & tubes,220101090000,22119,Manufacture of rubber tyres and tubes n.e.c.,1961,Plastics & Packaging,84374,20240331,12,INDAS,25686.8,25521.6,159.8,24898.1,1828.0,1640.7,132.2,948.5,18783.3,2380.0,153.0,,GOODYEAR INDIA LTD.,18783.3,598.0,Matched (3)
Granules India,GRANULES INDIA LTD.,3.8,1.3k,3.7,3.6,3.6,3.4,3.6,3.4,3.3,85379,GRANULES INDIA,20101033129,Granules (India) Group,1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1991,Healthcare & Pharmaceuticals,85379,20240331,12,INDAS,37769.8,37712.0,202.1,33612.7,3806.1,3671.7,126.1,4359.2,50748.4,6524.0,761.0,1.0,GRANULES INDIA LTD.,50748.4,1300.0,Matched (3)
Graphite India,GRAPHITE INDIA LTD.,3.6,148,3.9,3.7,3.2,3.3,3.1,3.1,2.8,42434,REG,20101033130,Graphite India Group,1,5.412061266e+19,Graphite carbon bricks,101013010000000,Refractories,230901020000,23912,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods",1974,Diversified / Miscellaneous,42434,20240331,12,INDAS,41431.9,28943.8,-4917.9,27796.3,2248.8,2161.9,86.9,8717.7,91199.5,3102.0,33.0,7.0,GRAPHITE INDIA LTD.,91199.5,148.0,Matched (3)
Grasim Industries,GRASIM INDUSTRIES LTD.,4.0,3k,4.1,3.8,3.7,3.7,3.8,3.9,3.4,85447,GRASIM,20101010207,Birla Aditya Group,1,3.620041604e+19,Viscose staple fibre (VSF),101011510000000,Man-made filaments & fibres,200301020000,20302,Manufacture of synthetic or artificial filament staple fibre not textured,1947,Textiles & Garments,85447,20240331,12,INDAS,280929.0,269218.8,2249.3,273724.4,21450.1,21258.4,1135.6,9453.9,743097.1,45929.0,1693.0,51.0,GRASIM INDUSTRIES LTD.,743097.1,3000.0,Matched (3)
Greaves Cotton,GREAVES COTTON LTD.,4.0,732,3.6,3.9,3.5,3.6,3.9,3.7,3.2,85647,,20101033133,Greaves Cotton Group,1,6.3044008e+19,Diesel engines,101014001300000,Engines,280101010000,28110,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",1922,Diversified / Miscellaneous,85647,20240331,12,INDAS,19747.0,17796.4,-77.6,16825.8,1424.9,1351.6,76.6,2843.6,18670.2,3691.0,241.0,7.0,GREAVES COTTON LTD.,18670.2,732.0,Matched (3)
Greenply Industries,GREENPLY INDUSTRIES LTD.,3.8,620,3.4,3.5,4.0,3.4,3.5,3.5,3.4,85979,,20101033161,Greenply Group,1,4.30836e+19,Plywood,101013035000000,Wood & wood products,160201010000,16211,Manufacture of ply wood and veneer sheets,1990,Consumer Goods & Durables,85979,20240331,12,INDAS,18082.2,17730.1,263.2,17410.9,1689.4,1567.3,43.1,934.5,11412.9,3852.0,418.0,3.0,GREENPLY INDUSTRIES LTD.,11412.9,620.0,Matched (3)
Grindwell Norton,GRINDWELL NORTON LTD.,3.8,416,3.8,3.7,3.3,3.5,3.7,3.6,3.1,86189,,20202000000,Private (Foreign),1,5.4e+19,Non metallic mineral products,101013090000000,Other construction materials,230000000000,23,Manufacture of other non-metallic mineral products,1950,Construction & Real Estate,86189,20240331,12,INDAS,27866.2,27141.0,96.1,24155.1,3238.9,2919.1,301.9,3807.2,34386.5,5240.0,503.0,1.0,GRINDWELL NORTON LTD.,34386.5,416.0,Matched (3)
Gufic Biosciences,GUFIC BIOSCIENCES LTD.,3.4,275,3.2,3.3,3.1,3.0,3.0,3.2,2.9,86534,,20101033105,GUFIC Group,1,5.01248e+19,Drug formulations,101012030000000,Drugs & pharmaceuticals,210101020000,21002,Manufacture of allopathic pharmaceutical preparations,1984,Healthcare & Pharmaceuticals,86534,20240331,12,INDAS,8108.8,8066.7,-5.7,7241.7,1096.3,1022.1,74.2,861.4,11030.8,2671.0,614.0,,GUFIC BIOSCIENCES LTD.,11030.8,275.0,Matched (3)
Gujarat Alkalies & Chemicals,GUJARAT ALKALIES & CHEMICALS LTD.,4.5,296,4.3,4.4,4.1,4.2,4.3,4.2,3.9,86604,,10201000000,State Govt. - Commercial Enterprises,1,5.0041604e+19,Sodium hydroxide (Caustic soda),101012005000000,Caustic soda,200101090000,20119,Manufacture of organic and inorganic chemical compounds n.e.c.,1973,Chemical & Allied Products,86604,20240331,12,INDAS,38980.2,37432.1,579.7,40882.3,2650.4,2217.1,272.4,-1322.4,84397.8,4624.0,187.0,9.0,GUJARAT ALKALIES & CHEMICALS LTD.,84397.8,296.0,Matched (3)
Gujarat Ambuja Exports,GUJARAT AMBUJA EXPORTS LTD.,3.5,351,3.7,3.4,3.0,3.3,3.2,3.4,2.9,86609,GUJARAT AMBUJA EXP,20101033137,Gujarat Ambuja Proteins Group,1,3e+19,Fats & oils and derived products,101011150000000,Other agricultural products,100401050000,10405,Manufacture of non-edible animal oil and fats,1991,Food & Beverages,86609,20240331,12,INDAS,50824.0,49355.3,-333.6,47031.2,1330.5,1305.1,25.4,3459.2,33115.3,2590.0,157.0,0.0,GUJARAT AMBUJA EXPORTS LTD.,33115.3,351.0,Matched (3)
Gujarat State Fertilizers & Chemicals,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,4.4,223,4.5,4.4,4.2,4.2,4.2,4.1,3.7,86913,,10201000000,State Govt. - Commercial Enterprises,1,5.016e+19,Fertilisers,101012015000000,Fertilisers,200102000000,2012,Manufacture of fertilizers and nitrogen compounds,1962,Chemical & Allied Products,86913,20240331,12,INDAS,93176.2,89433.1,-1392.4,86540.6,8239.4,7273.1,836.3,5243.2,149515.8,2885.0,,,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,149515.8,223.0,Matched (3)
Gujarat State Petronet,GUJARAT STATE PETRONET LTD.,3.9,127,4.2,4.1,3.6,3.5,3.6,3.4,3.1,86923,,10201000000,State Govt. - Commercial Enterprises,1,8.012200812e+19,Gas pipeline,101040407000000,Natural gas trading & distribution,490301010000,49300,Transport via pipeline,1998,Energy & Utilities,86923,20240331,12,INDAS,23673.8,20323.2,,10827.4,804.8,726.8,37.9,12846.4,111249.1,407.0,35.0,5.0,GUJARAT STATE PETRONET LTD.,111249.1,127.0,Matched (3)
H P Cotton Textile Mills,H P COTTON TEXTILE MILLS LTD.,4.0,52,4.2,4.1,4.0,4.1,4.1,4.0,4.0,88879,,20102000000,Private (Indian),1,3.6120804e+19,Cotton yarn,101011501000000,Cotton & blended yarn,130101010000,13111,Preparation and spinning of cotton fiber including blended* cotton,1981,Textiles & Garments,88879,20240331,12,INDAS,955.4,937.4,-30.3,915.9,233.1,229.0,4.1,9.2,925.0,1163.0,,,H P COTTON TEXTILE MILLS LTD.,925.0,52.0,Matched (3)
Haldyn Glass,HALDYN GLASS LTD.,3.7,60,3.5,3.7,3.7,3.5,3.6,3.5,3.5,89490,,20102000000,Private (Indian),1,5.4185406e+19,Bottles,101015003000000,Glass & glassware,230101030000,23103,"Manufacture of hollow glassware (bottles, jars etc.) for the conveyance or packing of goods",1991,Consumer Goods & Durables,89490,20240331,12,INDAS,3211.8,2987.8,154.4,3178.6,345.7,305.6,7.1,187.6,4709.1,421.0,,,HALDYN GLASS LTD.,4709.1,60.0,Matched (3)
